band,seed,topo,episode,att_strength,n_valid_events,behavioural_residual_episode,root_owned_departures,final_root_owned_count,root_owned_static_cell
10-15,200,62,13,0.4489985918626189,8,-2.647058823529412,3,5,5.352941176470588
10-15,200,62,14,0.3268004697230127,9,1.3529411764705879,1,3,5.352941176470588
10-15,200,62,15,0.7754719637334346,5,0.35294117647058787,0,5,5.352941176470588
10-15,200,62,16,0.9649592050247722,9,-0.6470588235294121,1,5,5.352941176470588
10-15,200,76,0,0.4811515746017297,12,0.4259259259259256,3,3,6.425925925925926
10-15,200,76,1,0.6716783319910368,6,-1.5740740740740744,1,7,6.425925925925926
10-15,200,76,2,0.5169589424675162,11,-0.5740740740740744,2,5,6.425925925925926
10-15,200,76,3,0.426429297361109,9,-0.5740740740740744,1,6,6.425925925925926
10-15,200,76,4,0.3585442785512317,11,1.4259259259259256,0,5,6.425925925925926
10-15,200,76,5,0.6547961176506111,7,0.4259259259259256,0,6,6.425925925925926
10-15,300,1,0,0.6503825098276138,10,-1.666666666666666,4,6,8.333333333333334
10-15,300,1,1,0.9270564637013844,7,0.3333333333333339,2,6,8.333333333333334
10-15,300,1,2,0.12032782435417178,10,3.333333333333334,1,4,8.333333333333334
10-15,300,1,3,0.20823868702758438,11,-0.6666666666666661,3,6,8.333333333333334
10-15,300,1,4,0.5849446337670088,8,0.3333333333333339,3,5,8.333333333333334
10-15,300,1,5,0.4827181240543723,8,0.3333333333333339,4,4,8.333333333333334
10-15,300,1,6,0.2629211355339397,11,0.3333333333333339,2,6,8.333333333333334
10-15,300,1,7,0.49592592045664785,10,-1.666666666666666,3,7,8.333333333333334
10-15,300,1,8,0.09776694327592851,8,-1.666666666666666,2,8,8.333333333333334
10-15,300,1,9,0.43939984909125734,7,2.333333333333334,0,6,8.333333333333334
10-15,300,1,10,0.7606992125511169,6,0.3333333333333339,3,5,8.333333333333334
10-15,300,1,11,0.5138651920216424,7,-0.6666666666666661,3,6,8.333333333333334
10-15,300,29,0,0.654065502807498,8,-2.3888888888888893,4,10,11.61111111111111
10-15,300,29,1,0.21604639664292336,8,2.6111111111111107,0,9,11.61111111111111
10-15,300,29,2,0.4420907810330391,10,0.6111111111111107,4,7,11.61111111111111
10-15,300,29,3,0.6879546873271465,10,3.6111111111111107,1,7,11.61111111111111
10-15,300,29,4,0.30561108933761716,8,2.6111111111111107,0,9,11.61111111111111
10-15,300,29,5,0.9123238854938083,9,3.6111111111111107,2,6,11.61111111111111
10-15,300,29,6,0.48416910618543624,5,0.6111111111111107,4,7,11.61111111111111
10-15,300,29,7,0.28660929823915166,12,1.6111111111111107,4,6,11.61111111111111
10-15,300,29,8,0.2844995274208486,8,0.6111111111111107,3,8,11.61111111111111
10-15,300,29,9,0.45541758835315704,8,2.6111111111111107,1,8,11.61111111111111
10-15,300,29,10,0.17307719588279724,10,0.6111111111111107,2,9,11.61111111111111
10-15,300,29,11,0.5347629946966966,6,3.6111111111111107,2,6,11.61111111111111
10-15,300,29,12,0.7002224602869579,7,1.6111111111111107,2,8,11.61111111111111
10-15,300,29,13,0.1818868704140186,8,0.6111111111111107,4,7,11.61111111111111
10-15,300,29,14,0.4989413876425136,11,3.6111111111111107,1,7,11.61111111111111
10-15,300,29,15,0.8282081612518856,7,0.6111111111111107,2,9,11.61111111111111
10-15,300,29,16,0.42544478736817837,8,-0.3888888888888893,2,10,11.61111111111111
10-15,300,29,17,0.4712510146200657,8,-0.3888888888888893,4,8,11.61111111111111
10-15,300,4,0,0.1889998093247414,6,0.07142857142857117,0,6,6.071428571428571
10-15,300,4,1,0.46506007164716723,5,-0.9285714285714288,3,4,6.071428571428571
10-15,300,4,2,0.9606881652559552,7,-0.9285714285714288,3,4,6.071428571428571
10-15,300,4,3,0.6625086674466729,4,-0.9285714285714288,3,4,6.071428571428571
10-15,300,4,4,0.5257409438490868,6,0.07142857142857117,2,4,6.071428571428571
10-15,300,4,5,0.4823295654108126,6,1.0714285714285712,0,5,6.071428571428571
10-15,300,4,6,0.5543865770101547,10,2.071428571428571,1,3,6.071428571428571
10-15,300,4,7,0.3914470002055168,7,0.07142857142857117,1,5,6.071428571428571
10-15,300,4,8,0.4618585598655045,8,0.07142857142857117,0,6,6.071428571428571
10-15,300,4,9,0.5032486733463075,9,1.0714285714285712,1,4,6.071428571428571
10-15,300,4,10,0.21467976383864878,10,2.071428571428571,1,3,6.071428571428571
10-15,300,4,11,0.25852010931287495,7,1.0714285714285712,1,4,6.071428571428571
10-15,300,45,0,0.558688385412097,8,-1.851851851851852,3,6,7.148148148148148
10-15,300,45,1,0.363308118825609,11,2.148148148148148,1,4,7.148148148148148
10-15,300,45,2,0.307508856885963,9,0.14814814814814792,1,6,7.148148148148148
10-15,300,45,3,0.5789100266993046,10,-0.8518518518518521,3,5,7.148148148148148
10-15,300,45,4,0.273869933729822,11,-1.851851851851852,1,8,7.148148148148148
10-15,300,45,5,0.1726325030128161,6,1.148148148148148,2,4,7.148148148148148
10-15,300,45,6,0.5155083507299423,10,2.148148148148148,0,5,7.148148148148148
10-15,300,45,7,0.3615703694522381,10,2.148148148148148,1,4,7.148148148148148
10-15,300,45,8,0.49747161380946636,8,2.148148148148148,0,5,7.148148148148148
10-15,300,45,9,-0.06444101248468673,7,0.14814814814814792,3,4,7.148148148148148
10-15,300,45,10,0.42565599977970126,10,1.148148148148148,2,4,7.148148148148148
10-15,300,45,11,0.24977946115864647,9,0.14814814814814792,1,6,7.148148148148148
10-15,300,54,0,0.4508329853415489,3,-0.4406779661016955,3,8,10.559322033898304
10-15,300,54,1,0.40702683726946515,9,-1.4406779661016955,3,9,10.559322033898304
10-15,300,54,2,0.8461283259093761,6,1.5593220338983045,2,7,10.559322033898304
10-15,300,54,3,0.592917338013649,7,-0.4406779661016955,2,9,10.559322033898304
10-15,300,54,4,0.6886288374662399,6,0.5593220338983045,3,7,10.559322033898304
10-15,300,54,5,0.7599108386784792,8,-0.4406779661016955,3,8,10.559322033898304
10-15,300,61,0,0.5663716114229627,9,0.1547619047619051,3,5,8.154761904761905
10-15,300,61,1,0.24545525163412094,10,3.154761904761905,1,4,8.154761904761905
10-15,300,61,2,0.3590424822436439,9,2.154761904761905,1,5,8.154761904761905
10-15,300,61,3,0.48069872955481213,6,0.1547619047619051,3,5,8.154761904761905
10-15,300,61,4,0.3415542518099149,6,2.154761904761905,1,5,8.154761904761905
10-15,300,61,5,0.4758254047483206,8,3.154761904761905,1,4,8.154761904761905
10-15,300,61,6,0.22484379178947872,9,0.1547619047619051,2,6,8.154761904761905
10-15,300,61,7,1.1900967974215746,8,0.1547619047619051,3,5,8.154761904761905
10-15,300,61,8,0.551353644579649,6,0.1547619047619051,2,6,8.154761904761905
10-15,300,61,9,0.7620869862536589,6,-1.845238095238095,2,8,8.154761904761905
10-15,300,61,10,0.4521136350101895,9,1.154761904761905,1,6,8.154761904761905
10-15,300,61,11,0.39431884618742125,7,0.1547619047619051,2,6,8.154761904761905
10-15,300,61,12,0.30667877410139355,7,-1.845238095238095,4,6,8.154761904761905
10-15,300,61,13,0.11454171054065224,10,-0.8452380952380949,2,7,8.154761904761905
10-15,300,61,14,0.34430829528719187,8,3.154761904761905,0,5,8.154761904761905
10-15,300,61,15,0.26438573375344276,10,1.154761904761905,2,5,8.154761904761905
10-15,300,61,16,0.2683068551123142,8,-0.8452380952380949,0,9,8.154761904761905
10-15,300,61,17,0.3070146569183895,7,1.154761904761905,1,6,8.154761904761905
10-15,300,62,0,0.5557335019111633,8,1.5238095238095237,0,4,5.523809523809524
10-15,300,62,1,0.20820306241512304,8,-0.4761904761904763,2,4,5.523809523809524
10-15,300,62,2,0.8333770533402761,6,-1.4761904761904763,3,4,5.523809523809524
10-15,300,62,3,0.5995659910970264,9,-0.4761904761904763,2,4,5.523809523809524
10-15,300,62,4,0.45222774147987366,7,1.5238095238095237,1,3,5.523809523809524
10-15,300,62,5,0.6853913152590394,8,-0.4761904761904763,0,6,5.523809523809524
10-15,300,62,6,0.7049114661557334,7,-0.4761904761904763,1,5,5.523809523809524
10-15,300,62,7,0.4736286997795105,9,-1.4761904761904763,1,6,5.523809523809524
10-15,300,62,8,0.41208525167571175,9,1.5238095238095237,0,4,5.523809523809524
10-15,300,62,9,0.6610865741968155,6,3.5238095238095237,0,2,5.523809523809524
10-15,300,62,10,0.8646821166787829,7,1.5238095238095237,0,4,5.523809523809524
10-15,300,76,0,0.613722643814981,8,-1.5999999999999996,1,7,6.4
10-15,300,76,1,0.4153749831020832,10,0.40000000000000036,0,6,6.4
10-15,300,76,2,0.3069158904254437,12,-0.5999999999999996,3,4,6.4
10-15,300,76,3,0.39567875324024093,9,-0.5999999999999996,1,6,6.4
10-15,300,76,4,0.8134738531495843,7,0.40000000000000036,0,6,6.4
10-15,300,76,5,0.4337122490008672,9,1.4000000000000004,0,5,6.4
10-15,300,76,6,0.41482448374683206,11,0.40000000000000036,1,5,6.4
10-15,300,76,7,0.44637692905962467,8,-0.5999999999999996,1,6,6.4
10-15,300,76,8,0.48611972345547244,11,0.40000000000000036,2,4,6.4
10-15,300,76,9,0.4512662120163441,10,-0.5999999999999996,0,7,6.4
10-15,300,76,10,0.3786696894094348,8,-0.5999999999999996,1,6,6.4
10-15,300,76,11,0.44589822459965944,8,1.4000000000000004,0,5,6.4
10-15,300,76,12,0.46734351804479957,8,1.4000000000000004,0,5,6.4
10-15,300,76,13,0.3492960259318352,9,-0.5999999999999996,1,6,6.4
10-15,300,76,14,0.5433707609772682,9,-1.5999999999999996,2,6,6.4
10-15,300,76,15,0.5708452492124505,9,0.40000000000000036,2,4,6.4
10-15,300,76,16,0.3770948582225375,9,-0.5999999999999996,0,7,6.4
10-15,300,76,17,0.38064299561083315,10,-0.5999999999999996,0,7,6.4
30-40,42,15,0,0.7086031809449196,14,2.452380952380956,0,24,26.452380952380956
30-40,42,15,1,0.8157502990216017,11,-2.547619047619044,6,23,26.452380952380956
30-40,42,15,2,1.0367949904341782,14,0.4523809523809561,0,26,26.452380952380956
30-40,42,15,3,0.5930695316887328,14,6.452380952380956,0,20,26.452380952380956
30-40,42,15,4,0.9210893727669661,11,4.452380952380956,4,18,26.452380952380956
30-40,42,15,5,0.7477985383011401,12,9.452380952380956,1,16,26.452380952380956
30-40,42,15,6,0.6478789450068559,14,4.452380952380956,1,21,26.452380952380956
30-40,42,15,7,0.998536120084199,11,1.452380952380956,1,24,26.452380952380956
30-40,42,15,8,1.0197444466704673,11,-1.547619047619044,2,26,26.452380952380956
30-40,42,15,9,1.1351638334648062,12,0.4523809523809561,1,25,26.452380952380956
30-40,42,15,10,0.9123162749008491,13,0.4523809523809561,1,25,26.452380952380956
30-40,42,15,11,0.7439524109164873,12,3.452380952380956,1,22,26.452380952380956
30-40,42,15,12,0.8352997848256067,11,2.452380952380956,0,24,26.452380952380956
30-40,42,15,13,0.6800356511292713,14,1.452380952380956,0,25,26.452380952380956
30-40,42,15,14,0.8422964937718851,14,3.452380952380956,0,23,26.452380952380956
30-40,42,15,15,0.7894719541072845,10,11.452380952380956,0,15,26.452380952380956
30-40,42,15,16,0.9581124797463417,10,-1.547619047619044,3,25,26.452380952380956
30-40,42,15,17,0.7906174735787014,12,7.452380952380956,1,18,26.452380952380956
30-40,42,15,18,1.0398989878594875,9,8.452380952380956,2,16,26.452380952380956
30-40,42,15,19,0.7267175501642319,13,3.452380952380956,4,19,26.452380952380956
30-40,42,15,20,0.813079244058047,14,1.452380952380956,0,25,26.452380952380956
30-40,42,15,21,0.9513144147797272,13,1.452380952380956,1,24,26.452380952380956
30-40,42,15,22,0.7044340524977694,12,0.4523809523809561,1,25,26.452380952380956
30-40,42,15,23,0.7912862110616905,14,6.452380952380956,1,19,26.452380952380956
30-40,42,15,24,0.9566327189095318,12,2.452380952380956,1,23,26.452380952380956
30-40,42,15,25,0.6698000966571271,10,3.452380952380956,2,21,26.452380952380956
30-40,42,15,26,0.7856349942740053,8,0.4523809523809561,1,25,26.452380952380956
30-40,42,15,27,1.0245796191905225,7,-0.5476190476190439,1,26,26.452380952380956
30-40,42,15,28,0.7373400039970874,10,-0.5476190476190439,2,25,26.452380952380956
30-40,42,15,29,0.5309674781388961,13,3.452380952380956,1,22,26.452380952380956
30-40,42,15,30,0.8076002865564078,16,1.452380952380956,3,22,26.452380952380956
30-40,42,15,31,0.879641924208651,12,5.452380952380956,1,20,26.452380952380956
30-40,42,15,32,0.8131400140312811,12,0.4523809523809561,1,25,26.452380952380956
30-40,42,15,33,0.7937420159578323,13,-1.547619047619044,2,26,26.452380952380956
30-40,42,15,34,0.8331633467565883,11,6.452380952380956,2,18,26.452380952380956
30-40,42,15,35,0.7497868390584533,11,1.452380952380956,0,25,26.452380952380956
30-40,42,19,0,1.1038276671121519,6,1.2291666666666679,3,19,23.229166666666668
30-40,42,19,1,0.808174745251353,13,0.22916666666666785,3,20,23.229166666666668
30-40,42,19,2,0.7502535190433264,12,0.22916666666666785,1,22,23.229166666666668
30-40,42,19,3,0.9126307068392634,10,0.22916666666666785,3,20,23.229166666666668
30-40,42,19,4,0.8390901950187981,12,3.229166666666668,2,18,23.229166666666668
30-40,42,19,5,0.7853678355996425,13,1.2291666666666679,3,19,23.229166666666668
30-40,42,19,6,0.6993365067649971,11,-0.7708333333333321,2,22,23.229166666666668
30-40,42,19,7,0.9446983103795598,12,5.229166666666668,0,18,23.229166666666668
30-40,42,19,8,0.8200324670496312,11,0.22916666666666785,3,20,23.229166666666668
30-40,42,19,9,0.8081673490149635,14,1.2291666666666679,3,19,23.229166666666668
30-40,42,19,10,0.767250542063266,12,5.229166666666668,2,16,23.229166666666668
30-40,42,19,11,0.7766683895939163,14,1.2291666666666679,1,21,23.229166666666668
30-40,42,19,12,0.6106610875576735,12,1.2291666666666679,4,18,23.229166666666668
30-40,42,19,13,0.7184935690214237,6,0.22916666666666785,4,19,23.229166666666668
30-40,42,19,14,0.7538659723306244,11,2.229166666666668,0,21,23.229166666666668
30-40,42,19,15,0.75664991500477,15,-0.7708333333333321,7,17,23.229166666666668
30-40,42,19,16,0.5797364371828735,16,3.229166666666668,3,17,23.229166666666668
30-40,42,19,17,0.7817932986343901,15,0.22916666666666785,2,21,23.229166666666668
30-40,42,19,18,0.8019491380287541,9,-0.7708333333333321,1,23,23.229166666666668
30-40,42,19,19,0.7388632078231736,11,-0.7708333333333321,5,19,23.229166666666668
30-40,42,19,20,0.7020356465274324,13,5.229166666666668,1,17,23.229166666666668
30-40,42,19,21,0.7755822340169778,13,2.229166666666668,0,21,23.229166666666668
30-40,42,19,22,0.7045061176953217,12,2.229166666666668,2,19,23.229166666666668
30-40,42,19,23,1.1469876649124282,7,2.229166666666668,0,21,23.229166666666668
30-40,42,19,24,0.825905435718596,12,-0.7708333333333321,2,22,23.229166666666668
30-40,42,19,25,0.6405240208065758,12,0.22916666666666785,0,23,23.229166666666668
30-40,42,19,26,0.9671770818531513,9,2.229166666666668,1,20,23.229166666666668
30-40,42,19,27,0.8529883031375133,13,2.229166666666668,5,16,23.229166666666668
30-40,42,19,28,0.8796485467729244,11,4.229166666666668,2,17,23.229166666666668
30-40,42,19,29,0.5027384922972747,14,3.229166666666668,1,19,23.229166666666668
30-40,42,19,30,0.9932893243702975,11,3.229166666666668,0,20,23.229166666666668
30-40,42,19,31,0.6591854204556772,14,3.229166666666668,1,19,23.229166666666668
30-40,42,19,32,0.7020465155132115,10,0.22916666666666785,2,21,23.229166666666668
30-40,42,19,33,1.169995940807793,9,1.2291666666666679,4,18,23.229166666666668
30-40,42,19,34,0.8356068584208305,13,5.229166666666668,2,16,23.229166666666668
30-40,42,19,35,0.6755641857783,15,3.229166666666668,2,18,23.229166666666668
30-40,42,19,36,0.7944737361887326,13,3.229166666666668,2,18,23.229166666666668
30-40,42,3,0,0.8509680796414614,9,-0.9074074074074083,1,26,26.09259259259259
30-40,42,3,1,0.7230893661482976,13,4.092592592592592,3,19,26.09259259259259
30-40,42,3,2,0.7503806468513277,9,2.0925925925925917,3,21,26.09259259259259
30-40,42,3,3,0.8668379440903664,10,0.09259259259259167,2,24,26.09259259259259
30-40,42,3,4,0.9820088470497956,13,3.0925925925925917,2,21,26.09259259259259
30-40,42,3,5,0.7261768558993935,10,0.09259259259259167,6,20,26.09259259259259
30-40,42,3,6,0.9005168908172183,9,4.092592592592592,0,22,26.09259259259259
30-40,42,3,7,1.0329295817762614,10,3.0925925925925917,2,21,26.09259259259259
30-40,42,3,8,0.613285925904555,14,5.092592592592592,5,16,26.09259259259259
30-40,42,3,9,0.728075860068202,8,8.092592592592592,4,14,26.09259259259259
30-40,42,3,10,0.8052213359624147,10,3.0925925925925917,2,21,26.09259259259259
30-40,42,3,11,0.8866445696912706,10,3.0925925925925917,5,18,26.09259259259259
30-40,42,3,12,0.7290107781300321,16,2.0925925925925917,1,23,26.09259259259259
30-40,42,3,13,0.8787389973178505,10,2.0925925925925917,2,22,26.09259259259259
30-40,42,3,14,0.23547259718179703,10,1.0925925925925917,6,19,26.09259259259259
30-40,42,3,15,0.8421087516471744,10,3.0925925925925917,3,20,26.09259259259259
30-40,42,3,16,0.6842760293123623,12,1.0925925925925917,3,22,26.09259259259259
30-40,42,3,17,0.8562986440956594,12,6.092592592592592,2,18,26.09259259259259
30-40,42,3,18,0.6537580766182925,14,1.0925925925925917,5,20,26.09259259259259
30-40,42,3,19,-0.5425826062758764,6,-1.9074074074074083,1,27,26.09259259259259
30-40,42,3,20,0.8490280766040087,15,2.0925925925925917,1,23,26.09259259259259
30-40,42,3,21,0.7171670214917797,13,4.092592592592592,3,19,26.09259259259259
30-40,42,3,22,0.7953210866544396,8,-0.9074074074074083,2,25,26.09259259259259
30-40,42,3,23,0.9052854875102639,10,3.0925925925925917,3,20,26.09259259259259
30-40,42,3,24,0.8340821279478925,7,3.0925925925925917,1,22,26.09259259259259
30-40,42,3,25,0.48880579248070716,10,7.092592592592592,1,18,26.09259259259259
30-40,42,3,26,0.8324112877249717,10,4.092592592592592,2,20,26.09259259259259
30-40,42,3,27,0.9093153148212216,11,5.092592592592592,5,16,26.09259259259259
30-40,42,3,28,0.7887944252314892,11,2.0925925925925917,3,21,26.09259259259259
30-40,42,3,29,0.6020367847865119,17,2.0925925925925917,4,20,26.09259259259259
30-40,42,32,0,1.1186753826385194,11,3.7358490566037688,3,18,24.73584905660377
30-40,42,32,1,0.7343188031266134,15,-2.2641509433962312,3,24,24.73584905660377
30-40,42,32,2,0.8242397474125027,10,3.7358490566037688,1,20,24.73584905660377
30-40,42,32,3,0.7792274318635464,14,0.7358490566037688,1,23,24.73584905660377
30-40,42,32,4,0.7623242890605559,13,-0.26415094339623124,1,24,24.73584905660377
30-40,42,32,5,0.5993259201447169,15,-0.26415094339623124,3,22,24.73584905660377
30-40,42,32,6,0.9677018847848687,14,6.735849056603769,2,16,24.73584905660377
30-40,42,32,7,1.02518180028225,12,2.7358490566037688,4,18,24.73584905660377
30-40,42,32,8,0.7678954138492162,13,6.735849056603769,2,16,24.73584905660377
30-40,42,32,9,0.7571194401631752,12,2.7358490566037688,0,22,24.73584905660377
30-40,42,32,10,1.2225041066606839,6,3.7358490566037688,0,21,24.73584905660377
30-40,42,32,11,0.7329122158033508,14,0.7358490566037688,1,23,24.73584905660377
30-40,42,32,12,0.8551951915853553,9,1.7358490566037688,1,22,24.73584905660377
30-40,42,32,13,0.6870154486969113,14,6.735849056603769,3,15,24.73584905660377
30-40,42,32,14,0.7204109401042972,14,4.735849056603769,3,17,24.73584905660377
30-40,42,32,15,0.5387418642640114,14,6.735849056603769,1,17,24.73584905660377
30-40,42,32,16,0.8630713149905205,11,4.735849056603769,1,19,24.73584905660377
30-40,42,32,17,0.6646559476697197,12,4.735849056603769,0,20,24.73584905660377
30-40,42,32,18,0.6505471742711961,10,4.735849056603769,2,18,24.73584905660377
30-40,42,32,19,0.8165490672820144,9,-2.2641509433962312,0,27,24.73584905660377
30-40,42,32,20,0.7003707122057676,13,-2.2641509433962312,0,27,24.73584905660377
30-40,42,32,21,0.7012468669563532,14,4.735849056603769,1,19,24.73584905660377
30-40,42,32,22,0.9305694174642364,12,2.7358490566037688,1,21,24.73584905660377
30-40,42,32,23,0.8224649215963754,11,3.7358490566037688,1,20,24.73584905660377
30-40,42,32,24,0.8504859248309263,14,2.7358490566037688,0,22,24.73584905660377
30-40,42,32,25,0.6190639633685351,15,2.7358490566037688,2,20,24.73584905660377
30-40,42,32,26,0.8323910678736866,16,5.735849056603769,3,16,24.73584905660377
30-40,42,32,27,0.6183920515080293,12,-3.2641509433962312,2,26,24.73584905660377
30-40,42,32,28,0.7745385264977813,10,4.735849056603769,1,19,24.73584905660377
30-40,42,32,29,0.6103226539607232,13,4.735849056603769,1,19,24.73584905660377
30-40,42,32,30,0.7512747638214093,13,-0.26415094339623124,2,23,24.73584905660377
30-40,42,32,31,0.7334727988793299,13,2.7358490566037688,0,22,24.73584905660377
30-40,42,32,32,0.6088634565472603,10,4.735849056603769,1,19,24.73584905660377
30-40,42,32,33,0.7884581023827195,12,-0.26415094339623124,2,23,24.73584905660377
30-40,42,32,34,0.7759909400095543,12,6.735849056603769,0,18,24.73584905660377
30-40,42,32,35,0.7179280739011509,14,5.735849056603769,0,19,24.73584905660377
30-40,42,32,36,0.745893532782793,10,1.7358490566037688,4,19,24.73584905660377
30-40,42,32,37,0.7361534535884857,13,8.735849056603769,1,15,24.73584905660377
30-40,42,32,38,0.7187363886170917,9,3.7358490566037688,2,19,24.73584905660377
